short_app	policy_impl	cache_percentage	batchsize	dataset_short	num_worker	use_amp	epoch_e2e_time	cuda_usage	Step(average) L1 sample	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate
sage_unsup	Coll	1.000000	1000	MAG	4	True	12.304685	12.06	0.002093	0.033488	0.013580	0.033093	0.000000	0.000000	100.000000	0.000000	0.000000	20.912596	nan	nan	0.692061	0.000000	0.000000	0.106212	0.359803	0.533985	0.009985	0.029701	0.039686
sage_unsup	Cliq	0.200000	2000	MAG	4	True	31.362470	10.92	0.003280	0.096558	0.025565	0.095929	0.000000	0.000000	100.000000	0.000000	0.000000	14.177152	nan	nan	1.360000	0.000000	0.000000	0.048489	0.145466	0.806045	0.002000	0.006000	0.008000
sage_unsup	MPSPhaseCliq	0.200000	2000	MAG	4	True	31.383645	13.06	0.003329	0.096608	0.025526	0.000212	0.001766	0.095946	4.677447	14.440200	80.882353	300.062647	111.204258	11.464782	0.063613	0.196387	1.100000	0.048480	0.145439	0.806081	0.002000	0.006000	0.008000
sage_unsup	Rep	0.200000	2000	MAG	4	True	34.732243	11.32	0.003336	0.108690	0.026785	0.108249	0.000000	0.000000	100.000000	0.000000	0.000000	12.563626	nan	nan	1.360000	0.000000	0.000000	0.088925	0.000000	0.911075	0.002000	0.000000	0.002000
sage_unsup	MPSPhaseRep	0.200000	2000	MAG	4	True	34.666558	13.10	0.003347	0.108685	0.026581	0.000548	0.000000	0.108220	8.823529	0.000000	91.176471	218.978102	nan	11.458141	0.120000	0.000000	1.240000	0.088941	0.000000	0.911059	0.002000	0.000000	0.002000
sage_unsup	MPSPhaseColl	0.200000	2000	MAG	4	True	31.624051	13.12	0.003342	0.097456	0.025679	0.000318	0.001668	0.096820	4.805980	13.576373	81.617647	205.538768	110.694647	11.464573	0.065361	0.184639	1.110000	0.055801	0.130319	0.813879	0.001999	0.005432	0.007431
sage_unsup	Coll	0.200000	2000	MAG	4	True	31.821574	11.38	0.003279	0.098211	0.025710	0.097621	0.000000	0.000000	100.000000	0.000000	0.000000	13.931429	nan	nan	1.360000	0.000000	0.000000	0.045826	0.133542	0.820632	0.001958	0.005163	0.007122
sage_unsup	Cliq	0.600000	2000	MAG	4	True	26.366091	12.83	0.003288	0.077989	0.024133	0.077339	0.000000	0.000000	100.000000	0.000000	0.000000	17.584918	nan	nan	1.360000	0.000000	0.000000	0.088393	0.265179	0.646427	0.006000	0.018000	0.024000
sage_unsup	MPSPhaseCliq	0.600000	2000	MAG	4	True	26.388756	15.09	0.003326	0.078099	0.024083	0.000365	0.003155	0.077412	8.555693	26.174029	65.270278	318.787457	112.826243	11.466902	0.116357	0.355967	0.887676	0.088335	0.265007	0.646658	0.006000	0.018000	0.024000
sage_unsup	Rep	0.600000	2000	MAG	4	True	32.275484	13.23	0.003313	0.099866	0.025858	0.099307	0.000000	0.000000	100.000000	0.000000	0.000000	13.694906	nan	nan	1.360000	0.000000	0.000000	0.165204	0.000000	0.834796	0.006000	0.000000	0.006000
sage_unsup	MPSPhaseRep	0.600000	2000	MAG	4	True	32.270191	15.00	0.003336	0.099880	0.025808	0.000839	0.000000	0.099303	16.176471	0.000000	83.823529	262.216925	nan	11.480016	0.220000	0.000000	1.140000	0.165153	0.000000	0.834847	0.006000	0.000000	0.006000
sage_unsup	MPSPhaseColl	0.600000	2000	MAG	4	True	27.269861	14.56	0.003326	0.081443	0.024243	0.000343	0.002879	0.080766	7.761518	24.081600	68.156882	307.745308	113.758168	11.476780	0.105557	0.327510	0.926934	0.082559	0.241839	0.675602	0.005773	0.017545	0.023318
sage_unsup	Coll	0.600000	2000	MAG	4	True	26.896647	12.40	0.003349	0.079937	0.024288	0.079295	0.000000	0.000000	100.000000	0.000000	0.000000	17.151144	nan	nan	1.360000	0.000000	0.000000	0.094033	0.242994	0.662974	0.005976	0.016648	0.022624
sage_unsup	Cliq	1.000000	2000	MAG	4	True	22.932203	14.45	0.003305	0.065296	0.023085	0.064636	0.000000	0.000000	100.000000	0.000000	0.000000	21.040906	nan	nan	1.360000	0.000000	0.000000	0.115835	0.347504	0.536661	0.010000	0.030000	0.040000
sage_unsup	MPSPhaseCliq	1.000000	2000	MAG	4	True	22.980113	15.15	0.003327	0.065378	0.023214	0.000468	0.004111	0.064684	11.231905	34.253648	54.514447	326.397236	113.317832	11.461822	0.152754	0.465850	0.741396	0.115808	0.347425	0.536766	0.010000	0.030000	0.040000
sage_unsup	Rep	1.000000	2000	MAG	4	True	30.569758	13.75	0.003287	0.093566	0.025374	0.092984	0.000000	0.000000	100.000000	0.000000	0.000000	14.626172	nan	nan	1.360000	0.000000	0.000000	0.219398	0.000000	0.780602	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseRep	1.000000	2000	MAG	4	True	30.599990	15.45	0.003380	0.093630	0.025337	0.001047	0.000000	0.093021	21.323529	0.000000	78.676471	276.981853	nan	11.502779	0.290000	0.000000	1.070000	0.219379	0.000000	0.780621	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseColl	1.000000	2000	MAG	4	True	23.278665	15.64	0.003337	0.066487	0.023219	0.000358	0.004007	0.065796	11.025821	33.482451	55.491728	418.858022	113.641459	11.470112	0.149951	0.455361	0.754687	0.116935	0.336314	0.546751	0.009812	0.029240	0.039051
sage_unsup	Coll	1.000000	2000	MAG	4	True	23.509011	13.86	0.003300	0.067464	0.023215	0.066809	0.000000	0.000000	100.000000	0.000000	0.000000	20.356539	nan	nan	1.360000	0.000000	0.000000	0.116861	0.327780	0.555359	0.009999	0.029612	0.039611
sage_sup	Cliq	1.000000	8000	PAU	4	True	0.872550	7.66	0.004298	0.010475	0.008748	0.009691	0.000000	0.000000	100.000000	0.000000	0.000000	52.444762	nan	nan	0.508242	0.000000	0.000000	0.201172	0.603517	0.195311	0.010000	0.030000	0.040000
sage_sup	MPSPhaseCliq	1.000000	8000	PAU	4	True	0.875206	9.39	0.004310	0.010034	0.009214	0.000255	0.002723	0.009210	19.955812	59.861671	20.182517	397.786458	111.743424	11.138750	0.101436	0.304277	0.102588	0.201148	0.603444	0.195408	0.010000	0.030000	0.040000
sage_sup	Rep	1.000000	8000	PAU	4	True	1.460443	7.98	0.004276	0.024635	0.010502	0.024043	0.000000	0.000000	100.000000	0.000000	0.000000	21.140915	nan	nan	0.508291	0.000000	0.000000	0.459988	0.000000	0.540012	0.010000	0.000000	0.010000
sage_sup	MPSPhaseRep	1.000000	8000	PAU	4	True	1.474777	9.06	0.004310	0.025059	0.010412	0.000810	0.000000	0.024436	45.815080	0.000000	54.184920	287.471065	nan	11.269873	0.232852	0.000000	0.275391	0.460177	0.000000	0.539823	0.010000	0.000000	0.010000
sage_sup	MPSPhaseColl	1.000000	8000	PAU	4	True	0.895922	9.14	0.004321	0.010524	0.009316	0.000190	0.002670	0.009691	19.779037	58.962436	21.258526	529.091283	112.238852	11.149198	0.100527	0.299678	0.108047	0.188103	0.605635	0.206262	0.009934	0.029797	0.039730
sage_sup	Coll	1.000000	8000	PAU	4	True	0.876540	7.91	0.004279	0.010532	0.008825	0.009738	0.000000	0.000000	100.000000	0.000000	0.000000	52.195651	nan	nan	0.508281	0.000000	0.000000	0.183379	0.619632	0.196989	0.009901	0.029924	0.039825
sage_sup	Cliq	2.000000	8000	PAU	4	True	0.742242	8.26	0.004276	0.007072	0.008658	0.006224	0.000000	0.000000	100.000000	0.000000	0.000000	81.667863	nan	nan	0.508301	0.000000	0.000000	0.230749	0.692246	0.077006	0.020000	0.060000	0.080000
sage_sup	MPSPhaseCliq	2.000000	8000	PAU	4	True	0.672222	10.70	0.004314	0.005247	0.008586	0.000303	0.003105	0.004326	22.795926	68.385857	8.818217	382.341945	111.928845	10.359328	0.115850	0.347539	0.044814	0.230762	0.692285	0.076953	0.020000	0.060000	0.080000
sage_sup	Rep	2.000000	8000	PAU	4	True	1.156555	8.13	0.004284	0.016821	0.010119	0.016129	0.000000	0.000000	100.000000	0.000000	0.000000	31.514106	nan	nan	0.508291	0.000000	0.000000	0.640471	0.000000	0.359529	0.020000	0.000000	0.020000
sage_sup	MPSPhaseRep	2.000000	8000	PAU	4	True	1.179194	9.79	0.004281	0.017434	0.010118	0.001049	0.000000	0.016717	63.671124	0.000000	36.328876	308.487622	nan	11.044965	0.323604	0.000000	0.184639	0.640328	0.000000	0.359672	0.020000	0.000000	0.020000
sage_sup	MPSPhaseColl	2.000000	8000	PAU	4	True	0.673846	10.22	0.004306	0.005244	0.008577	0.000359	0.003085	0.004354	22.878115	68.226975	8.894910	323.870561	112.394905	10.382425	0.116270	0.346738	0.045205	0.182362	0.739859	0.077779	0.019777	0.059770	0.079547
sage_sup	Coll	2.000000	8000	PAU	4	True	0.745946	8.32	0.004262	0.007181	0.008662	0.006332	0.000000	0.000000	100.000000	0.000000	0.000000	80.261038	nan	nan	0.508213	0.000000	0.000000	0.261462	0.660731	0.077807	0.019852	0.059702	0.079554
sage_sup	Cliq	4.000000	8000	PAU	4	True	0.676908	9.86	0.004299	0.005329	0.008626	0.004445	0.000000	0.000000	100.000000	0.000000	0.000000	114.357776	nan	nan	0.508320	0.000000	0.000000	0.246808	0.740424	0.012767	0.040000	0.120000	0.160000
sage_sup	MPSPhaseCliq	4.000000	8000	PAU	4	True	0.646808	11.76	0.004359	0.004236	0.008881	0.000056	0.003263	0.001514	24.254534	72.778973	2.966492	2201.450893	113.368641	9.959131	0.123281	0.369922	0.015078	0.246801	0.740403	0.012796	0.040000	0.120000	0.160000
sage_sup	Rep	4.000000	8000	PAU	4	True	0.862826	9.26	0.004309	0.010271	0.008706	0.009497	0.000000	0.000000	100.000000	0.000000	0.000000	53.511964	nan	nan	0.508203	0.000000	0.000000	0.804667	0.000000	0.195333	0.040000	0.000000	0.040000
sage_sup	MPSPhaseRep	4.000000	8000	PAU	4	True	0.896978	10.97	0.004316	0.010557	0.009323	0.001266	0.000000	0.009746	79.821291	0.000000	20.178709	320.422035	nan	10.522145	0.405654	0.000000	0.102549	0.804607	0.000000	0.195393	0.040000	0.000000	0.040000
sage_sup	MPSPhaseColl	4.000000	8000	PAU	4	True	0.630567	11.04	0.004330	0.003745	0.008747	0.000785	0.001604	0.002859	62.360447	32.924041	4.715513	403.724622	104.316845	8.382247	0.316924	0.167324	0.023965	0.629820	0.337719	0.032461	0.039886	0.081292	0.121178
sage_sup	Coll	4.000000	8000	PAU	4	True	0.685860	9.63	0.004300	0.005629	0.008543	0.004787	0.000000	0.000000	100.000000	0.000000	0.000000	106.161136	nan	nan	0.508193	0.000000	0.000000	0.633839	0.333103	0.033058	0.039925	0.080386	0.120311
sage_sup	Cliq	8.000000	8000	PAU	4	True	0.667312	12.25	0.004341	0.004963	0.008660	0.004079	0.000000	0.000000	100.000000	0.000000	0.000000	124.592520	nan	nan	0.508213	0.000000	0.000000	0.250000	0.750000	0.000000	0.080000	0.240000	0.320000
sage_sup	MPSPhaseCliq	8.000000	8000	PAU	4	True	0.657428	14.20	0.004391	0.004295	0.009030	0.000063	0.003314	0.000819	24.615207	73.834092	1.550700	1985.677083	113.227029	9.622539	0.125098	0.375234	0.007881	0.250000	0.750000	0.000000	0.080000	0.240000	0.320000
sage_sup	Rep	8.000000	8000	PAU	4	True	0.722362	11.91	0.004298	0.006548	0.008600	0.005710	0.000000	0.000000	100.000000	0.000000	0.000000	89.007429	nan	nan	0.508232	0.000000	0.000000	0.923045	0.000000	0.076955	0.080000	0.000000	0.080000
sage_sup	MPSPhaseRep	8.000000	8000	PAU	4	True	0.687750	13.16	0.004302	0.005699	0.008528	0.001425	0.000000	0.004839	91.177940	0.000000	8.822060	325.171327	nan	9.265134	0.463369	0.000000	0.044834	0.922985	0.000000	0.077015	0.080000	0.000000	0.080000
sage_sup	MPSPhaseColl	8.000000	8000	PAU	4	True	0.595920	13.22	0.004272	0.003280	0.008525	0.001173	0.000493	0.002410	88.662785	8.062874	3.274341	384.139559	83.116760	6.904824	0.450596	0.040977	0.016641	0.899694	0.083967	0.016339	0.079944	0.069902	0.149846
sage_sup	Coll	8.000000	8000	PAU	4	True	0.671792	11.50	0.004297	0.004857	0.008789	0.004021	0.000000	0.000000	100.000000	0.000000	0.000000	126.392106	nan	nan	0.508223	0.000000	0.000000	0.898716	0.084605	0.016680	0.079960	0.068989	0.148950
sage_sup	Cliq	11.000000	8000	PAU	4	True	0.655838	14.01	0.004267	0.004826	0.008590	0.003942	0.000000	0.000000	100.000000	0.000000	0.000000	128.905259	nan	nan	0.508145	0.000000	0.000000	0.250000	0.750000	0.000000	0.110000	0.330000	0.440000
sage_sup	MPSPhaseCliq	11.000000	8000	PAU	4	True	0.647942	15.56	0.004347	0.004278	0.008814	0.000053	0.003306	0.000737	24.676722	74.009031	1.314247	2366.413620	113.778688	9.063348	0.125420	0.376152	0.006680	0.250000	0.750000	0.000000	0.110000	0.330000	0.440000
sage_sup	Rep	11.000000	8000	PAU	4	True	0.679174	13.09	0.004288	0.005426	0.008557	0.004580	0.000000	0.000000	100.000000	0.000000	0.000000	110.974174	nan	nan	0.508262	0.000000	0.000000	0.959701	0.000000	0.040299	0.110000	0.000000	0.110000
sage_sup	MPSPhaseRep	11.000000	8000	PAU	4	True	0.626864	14.56	0.004281	0.004012	0.008626	0.001603	0.000000	0.003141	94.584158	0.000000	5.415842	299.925920	nan	8.764501	0.480781	0.000000	0.027529	0.959702	0.000000	0.040298	0.110000	0.000000	0.110000
sage_sup	MPSPhaseColl	11.000000	8000	PAU	4	True	0.597132	15.23	0.004300	0.003040	0.008772	0.001326	0.000295	0.002157	93.997502	3.003170	2.999328	360.289699	51.741261	7.067288	0.477744	0.015264	0.015244	0.954267	0.032469	0.013264	0.109983	0.048589	0.158571
sage_sup	Coll	11.000000	8000	PAU	4	True	0.659431	13.34	0.004316	0.004713	0.008710	0.003853	0.000000	0.000000	100.000000	0.000000	0.000000	131.900569	nan	nan	0.508213	0.000000	0.000000	0.954460	0.032282	0.013259	0.109870	0.048662	0.158531
sage_sup	Cliq	1.000000	8000	CF	4	True	2.503847	8.84	0.003618	0.067858	0.009251	0.067135	0.000000	0.000000	100.000000	0.000000	0.000000	16.831757	nan	nan	1.130000	0.000000	0.000000	0.083466	0.250398	0.666135	0.010000	0.030000	0.040000
sage_sup	MPSPhaseCliq	1.000000	8000	CF	4	True	2.507871	11.11	0.003617	0.067943	0.009563	0.000294	0.002483	0.067184	7.717436	24.159983	68.122580	296.622555	109.950790	11.457864	0.087207	0.273008	0.769785	0.083458	0.250375	0.666167	0.010000	0.030000	0.040000
sage_sup	Rep	1.000000	8000	CF	4	True	3.081054	9.31	0.003579	0.086479	0.009268	0.085958	0.000000	0.000000	100.000000	0.000000	0.000000	13.145955	nan	nan	1.130000	0.000000	0.000000	0.134232	0.000000	0.865768	0.010000	0.000000	0.010000
sage_sup	MPSPhaseRep	1.000000	8000	CF	4	True	3.107926	11.07	0.003664	0.086663	0.009705	0.000642	0.000000	0.086087	12.709140	0.000000	87.290860	223.696700	nan	11.458022	0.143613	0.000000	0.986387	0.134228	0.000000	0.865772	0.010000	0.000000	0.010000
sage_sup	MPSPhaseColl	1.000000	8000	CF	4	True	2.539972	11.68	0.003656	0.068632	0.009565	0.000271	0.002461	0.067858	7.547186	23.588738	68.864076	314.698167	108.310741	11.467536	0.085283	0.266553	0.778164	0.077446	0.248864	0.673691	0.009993	0.029678	0.039672
sage_sup	Coll	1.000000	8000	CF	4	True	2.541056	9.95	0.003577	0.069195	0.009125	0.068487	0.000000	0.000000	100.000000	0.000000	0.000000	16.499482	nan	nan	1.130000	0.000000	0.000000	0.079857	0.239682	0.680461	0.009946	0.029357	0.039303
sage_sup	Cliq	2.000000	8000	CF	4	True	2.014526	10.66	0.003625	0.052133	0.009150	0.051345	0.000000	0.000000	100.000000	0.000000	0.000000	22.007985	nan	nan	1.130000	0.000000	0.000000	0.125169	0.375507	0.499324	0.020000	0.060000	0.080000
sage_sup	MPSPhaseCliq	2.000000	8000	CF	4	True	2.014699	12.96	0.003594	0.052265	0.009066	0.000406	0.003656	0.051453	11.717886	36.189851	52.092264	326.138200	111.855939	11.440394	0.132412	0.408945	0.588643	0.125154	0.375462	0.499384	0.020000	0.060000	0.080000
sage_sup	Rep	2.000000	8000	CF	4	True	2.853001	10.53	0.003611	0.079000	0.009409	0.078360	0.000000	0.000000	100.000000	0.000000	0.000000	14.420623	nan	nan	1.130000	0.000000	0.000000	0.214499	0.000000	0.785501	0.020000	0.000000	0.020000
sage_sup	MPSPhaseRep	2.000000	8000	CF	4	True	2.866367	11.72	0.003619	0.079263	0.009495	0.000878	0.000000	0.078581	20.432626	0.000000	79.567374	262.971152	nan	11.441841	0.230889	0.000000	0.899111	0.214582	0.000000	0.785418	0.020000	0.000000	0.020000
sage_sup	MPSPhaseColl	2.000000	8000	CF	4	True	2.026660	12.33	0.003584	0.052575	0.009132	0.000335	0.003648	0.051763	11.690231	35.855400	52.454369	394.327192	111.065246	11.450928	0.132100	0.405166	0.592734	0.125429	0.371464	0.503108	0.019954	0.059868	0.079822
sage_sup	Coll	2.000000	8000	CF	4	True	2.088997	10.09	0.003583	0.054672	0.009083	0.053903	0.000000	0.000000	100.000000	0.000000	0.000000	20.963583	nan	nan	1.130000	0.000000	0.000000	0.140971	0.332433	0.526596	0.019600	0.055278	0.074878
sage_sup	Cliq	4.000000	8000	CF	4	True	1.391314	11.45	0.003574	0.032396	0.008869	0.031550	0.000000	0.000000	100.000000	0.000000	0.000000	35.816165	nan	nan	1.130000	0.000000	0.000000	0.176879	0.530638	0.292483	0.040000	0.120000	0.160000
sage_sup	MPSPhaseCliq	4.000000	8000	CF	4	True	1.409195	12.64	0.003610	0.032622	0.009180	0.000578	0.005146	0.031731	16.759714	51.272124	31.968162	327.655304	112.587447	11.384458	0.189385	0.579375	0.361240	0.176882	0.530645	0.292473	0.040000	0.120000	0.160000
sage_sup	Rep	4.000000	8000	CF	4	True	2.501288	10.15	0.003598	0.067819	0.009276	0.067103	0.000000	0.000000	100.000000	0.000000	0.000000	16.839784	nan	nan	1.130000	0.000000	0.000000	0.333860	0.000000	0.666140	0.040000	0.000000	0.040000
sage_sup	MPSPhaseRep	4.000000	8000	CF	4	True	2.511916	13.57	0.003587	0.068226	0.009156	0.001238	0.000000	0.067486	31.865321	0.000000	68.134679	290.854705	nan	11.408616	0.360078	0.000000	0.769922	0.333833	0.000000	0.666167	0.040000	0.000000	0.040000
sage_sup	MPSPhaseColl	4.000000	8000	CF	4	True	1.414511	13.74	0.003607	0.032954	0.009031	0.000475	0.005119	0.032066	16.702676	50.927302	32.370022	397.347862	112.420105	11.407137	0.188740	0.575479	0.365781	0.185369	0.517831	0.296800	0.039965	0.119662	0.159627
sage_sup	Coll	4.000000	8000	CF	4	True	1.403018	10.91	0.003587	0.032693	0.008910	0.031849	0.000000	0.000000	100.000000	0.000000	0.000000	35.479921	nan	nan	1.130000	0.000000	0.000000	0.179365	0.524849	0.295786	0.039399	0.118901	0.158300
sage_sup	Cliq	6.000000	8000	CF	4	True	1.082381	12.72	0.003633	0.022198	0.009031	0.021212	0.000000	0.000000	100.000000	0.000000	0.000000	53.271733	nan	nan	1.130000	0.000000	0.000000	0.207435	0.622305	0.170260	0.060000	0.180000	0.240000
sage_sup	MPSPhaseCliq	6.000000	8000	CF	4	True	1.044579	15.58	0.003614	0.020869	0.009100	0.000675	0.006028	0.019845	19.781872	60.375761	19.842367	331.163194	113.179511	11.298501	0.223535	0.682246	0.224219	0.207434	0.622302	0.170265	0.060000	0.180000	0.240000
sage_sup	Rep	6.000000	8000	CF	4	True	2.232840	11.96	0.003593	0.059302	0.009073	0.058447	0.000000	0.000000	100.000000	0.000000	0.000000	19.333755	nan	nan	1.130000	0.000000	0.000000	0.425605	0.000000	0.574395	0.060000	0.000000	0.060000
sage_sup	MPSPhaseRep	6.000000	8000	CF	4	True	2.277002	15.39	0.003706	0.059831	0.009687	0.001514	0.000000	0.058932	40.686359	0.000000	59.313641	303.669656	nan	11.373178	0.459756	0.000000	0.670244	0.425582	0.000000	0.574418	0.060000	0.000000	0.060000
sage_sup	MPSPhaseColl	6.000000	8000	CF	4	True	1.029227	13.87	0.003571	0.020778	0.008875	0.000570	0.006041	0.019768	19.761995	60.313537	19.924468	391.772889	112.819561	11.389442	0.223311	0.681543	0.225146	0.226546	0.601762	0.171692	0.059900	0.179324	0.239225
sage_sup	Coll	6.000000	8000	CF	4	True	1.089293	12.12	0.003654	0.022294	0.009105	0.021297	0.000000	0.000000	100.000000	0.000000	0.000000	53.059116	nan	nan	1.130000	0.000000	0.000000	0.194621	0.633359	0.172021	0.059563	0.178860	0.238423
sage_sup	Cliq	8.000000	8000	CF	4	True	0.911878	14.21	0.003583	0.016963	0.008838	0.016043	0.000000	0.000000	100.000000	0.000000	0.000000	70.435704	nan	nan	1.130000	0.000000	0.000000	0.226009	0.678026	0.095965	0.080000	0.240000	0.320000
sage_sup	MPSPhaseCliq	8.000000	8000	CF	4	True	0.808643	15.38	0.003617	0.013453	0.009091	0.000733	0.006581	0.012491	21.669317	65.980192	12.350491	334.056318	113.292231	11.172888	0.244863	0.745576	0.139561	0.226010	0.678029	0.095961	0.080000	0.240000	0.320000
sage_sup	Rep	8.000000	8000	CF	4	True	2.012072	13.30	0.003584	0.052127	0.009164	0.051339	0.000000	0.000000	100.000000	0.000000	0.000000	22.010557	nan	nan	1.130000	0.000000	0.000000	0.500643	0.000000	0.499357	0.080000	0.000000	0.080000
sage_sup	MPSPhaseRep	8.000000	8000	CF	4	True	2.035778	15.57	0.003617	0.052734	0.009251	0.001740	0.000000	0.051924	47.914650	0.000000	52.085350	311.169855	nan	11.335114	0.541436	0.000000	0.588564	0.500720	0.000000	0.499280	0.080000	0.000000	0.080000
sage_sup	MPSPhaseColl	8.000000	8000	CF	4	True	0.802808	14.82	0.003578	0.013235	0.009100	0.000689	0.006615	0.012282	21.754010	65.892907	12.353084	356.778393	112.560823	11.365400	0.245820	0.744590	0.139590	0.226302	0.677125	0.096573	0.079704	0.239367	0.319071
sage_sup	Coll	8.000000	8000	CF	4	True	0.924828	13.66	0.003589	0.017249	0.008923	0.016323	0.000000	0.000000	100.000000	0.000000	0.000000	69.227470	nan	nan	1.130000	0.000000	0.000000	0.180511	0.722929	0.096560	0.079399	0.239728	0.319128
sage_sup	Cliq	0.200000	4000	MAG	4	True	3.287522	9.11	0.002147	0.032300	0.013166	0.031864	0.000000	0.000000	100.000000	0.000000	0.000000	25.833670	nan	nan	0.823164	0.000000	0.000000	0.140172	0.420517	0.439310	0.002000	0.006000	0.008000
sage_sup	MPSPhaseCliq	0.200000	4000	MAG	4	True	3.282663	10.86	0.002124	0.032332	0.013117	0.000354	0.003067	0.031868	13.913796	41.747319	44.338884	323.617364	112.073840	11.455641	0.114561	0.343730	0.365068	0.140163	0.420488	0.439349	0.002000	0.006000	0.008000
sage_sup	Rep	0.200000	4000	MAG	4	True	4.769920	9.08	0.002166	0.053685	0.013225	0.053365	0.000000	0.000000	100.000000	0.000000	0.000000	15.426448	nan	nan	0.823232	0.000000	0.000000	0.258186	0.000000	0.741814	0.002000	0.000000	0.002000
sage_sup	MPSPhaseRep	0.200000	4000	MAG	4	True	4.771422	10.84	0.002157	0.053739	0.013180	0.000798	0.000000	0.053395	25.647017	0.000000	74.352983	264.614172	nan	11.465076	0.211162	0.000000	0.612178	0.258165	0.000000	0.741835	0.002000	0.000000	0.002000
sage_sup	MPSPhaseColl	0.200000	4000	MAG	4	True	3.379772	10.86	0.002171	0.033576	0.013258	0.000366	0.002954	0.033121	13.567404	40.272819	46.159777	305.189122	112.241875	11.473968	0.111699	0.331562	0.380029	0.151694	0.390521	0.457785	0.001861	0.005612	0.007473
sage_sup	Coll	0.200000	4000	MAG	4	True	3.301455	8.87	0.002118	0.032611	0.013061	0.032177	0.000000	0.000000	100.000000	0.000000	0.000000	25.584499	nan	nan	0.823232	0.000000	0.000000	0.160333	0.395856	0.443810	0.001989	0.005873	0.007862
sage_sup	Cliq	0.600000	4000	MAG	4	True	2.087413	10.35	0.002158	0.015061	0.012963	0.014564	0.000000	0.000000	100.000000	0.000000	0.000000	56.527842	nan	nan	0.823271	0.000000	0.000000	0.206904	0.620711	0.172385	0.006000	0.018000	0.024000
sage_sup	MPSPhaseCliq	0.600000	4000	MAG	4	True	1.982590	12.32	0.002128	0.013545	0.012962	0.000503	0.004477	0.013028	20.489460	61.471939	18.038602	335.331759	113.032147	11.398226	0.168672	0.506045	0.148496	0.206919	0.620758	0.172322	0.006000	0.018000	0.024000
sage_sup	Rep	0.600000	4000	MAG	4	True	3.633950	10.78	0.002110	0.037418	0.013089	0.037018	0.000000	0.000000	100.000000	0.000000	0.000000	22.238706	nan	nan	0.823232	0.000000	0.000000	0.487877	0.000000	0.512123	0.006000	0.000000	0.006000
sage_sup	MPSPhaseRep	0.600000	4000	MAG	4	True	3.641815	11.74	0.002128	0.037547	0.013055	0.001322	0.000000	0.037121	48.447212	0.000000	51.552788	301.692807	nan	11.432997	0.398838	0.000000	0.424404	0.487874	0.000000	0.512126	0.006000	0.000000	0.006000
sage_sup	MPSPhaseColl	0.600000	4000	MAG	4	True	1.994870	12.08	0.002104	0.013810	0.012937	0.000420	0.004468	0.013299	20.388142	61.135957	18.475901	399.623326	112.643468	11.436921	0.167842	0.503291	0.152100	0.226831	0.596424	0.176744	0.005942	0.017537	0.023479
sage_sup	Coll	0.600000	4000	MAG	4	True	2.118190	11.44	0.002133	0.015656	0.012837	0.015170	0.000000	0.000000	100.000000	0.000000	0.000000	54.269065	nan	nan	0.823262	0.000000	0.000000	0.192032	0.622676	0.185292	0.005996	0.016620	0.022616
sage_sup	Cliq	1.000000	4000	MAG	4	True	1.783416	12.18	0.002156	0.010762	0.012903	0.010245	0.000000	0.000000	100.000000	0.000000	0.000000	80.365041	nan	nan	0.823340	0.000000	0.000000	0.229286	0.687858	0.082856	0.010000	0.030000	0.040000
sage_sup	MPSPhaseCliq	1.000000	4000	MAG	4	True	1.545209	13.57	0.002120	0.007378	0.012831	0.000554	0.004936	0.006844	22.646926	67.945524	9.407550	336.508630	113.313697	11.315226	0.186426	0.559316	0.077441	0.229291	0.687872	0.082837	0.010000	0.030000	0.040000
sage_sup	Rep	1.000000	4000	MAG	4	True	3.002410	12.25	0.002144	0.028188	0.013152	0.027751	0.000000	0.000000	100.000000	0.000000	0.000000	29.666020	nan	nan	0.823262	0.000000	0.000000	0.618296	0.000000	0.381704	0.010000	0.000000	0.010000
sage_sup	MPSPhaseRep	1.000000	4000	MAG	4	True	3.020839	13.14	0.002157	0.028386	0.013163	0.001617	0.000000	0.027924	61.365524	0.000000	38.634476	312.385252	nan	11.388683	0.505127	0.000000	0.318018	0.618275	0.000000	0.381725	0.010000	0.000000	0.010000
sage_sup	MPSPhaseColl	1.000000	4000	MAG	4	True	1.561173	13.88	0.002138	0.007438	0.012951	0.000496	0.004944	0.006902	22.829014	67.628255	9.542732	378.929877	112.616777	11.382853	0.187949	0.556777	0.078564	0.255392	0.660260	0.084348	0.009854	0.029773	0.039626
sage_sup	Coll	1.000000	4000	MAG	4	True	1.805037	12.12	0.002151	0.011014	0.012876	0.010496	0.000000	0.000000	100.000000	0.000000	0.000000	78.425524	nan	nan	0.823154	0.000000	0.000000	0.249604	0.664220	0.086176	0.009980	0.029341	0.039321
